,Date-Time,Soil Moisture,Temperature,Humidity
0,17:57:48,927,34.2,67
1,17:58:08,921,34.2,66
2,17:58:28,915,34.3,67
3,17:58:48,922,34.3,67
4,17:59:08,927,34.3,66
5,17:59:28,931,34.5,66
6,17:59:48,914,34.4,66
7,18:00:08,926,34.5,66
8,18:00:28,927,34.5,66
9,18:00:48,915,34.6,66
10,18:01:08,931,34.4,66
11,18:01:28,927,34.5,66
12,18:01:48,920,34.3,66
13,18:02:08,919,34.1,66
14,18:02:28,905,33.7,68
15,18:02:48,928,33.5,69
